type,sector,net_usable_area,net_area,n_rooms,n_bathroom,latitude,longitude,price
departamento,las condes,104.0,129.0,3.0,3.0,-33.42011,-70.58133000000002,10000
casa,lo barnechea,300.0,500.0,4.0,4.0,-33.3477,-70.5411,24000
casa,vitacura,151.0,185.0,5.0,4.0,-33.3808,-70.545,12700
departamento,providencia,45.0,45.0,1.0,1.0,-33.4215,-70.6094,4575
casa,las condes,513.0,1200.0,5.0,6.0,-33.405840000000005,-70.52497,36000
departamento,vitacura,202.0,202.0,5.0,4.0,-33.40059,-70.58409,14100
departamento,lo barnechea,270.0,270.0,5.0,5.0,-33.34149,-70.49996999999998,17000
casa,lo barnechea,198.0,2010.0,3.0,3.0,-33.342040000000004,-70.46979,17400
departamento,vitacura,128.0,128.0,3.0,2.0,-33.3945,-70.5925,15600
departamento,las condes,77.0,77.0,3.0,2.0,-33.4188,-70.56846999999998,6849
casa,vitacura,230.0,198.0,4.0,4.0,-33.37937,-70.57288,16900
departamento,vitacura,250.0,250.0,3.0,2.0,-33.4049,-70.5916,18750
departamento,las condes,76.0,91.0,2.0,2.0,-33.41581,-70.60263,6450
casa,las condes,90.0,220.0,3.0,2.0,-33.421170000000004,-70.50105,13877
casa,lo barnechea,238.0,1000.0,0.0,0.0,-33.3453,-70.5439,52000
casa,las condes,230.0,468.0,6.0,5.0,-33.3884,-70.5123,17900
casa,las condes,530.0,1450.0,7.0,4.0,-33.40033,-70.50269,32000
departamento,las condes,55.0,63.0,1.0,1.0,-33.431059999999995,-70.57011999999997,4898
casa,lo barnechea,200.0,480.0,5.0,5.0,-33.3273,-70.55179,13900
casa,lo barnechea,700.0,1362.0,8.0,6.0,-33.3572,-70.5327,51000
departamento,las condes,137.0,145.0,2.0,3.0,-33.4139,-70.5952,13900
departamento,las condes,65.0,71.0,2.0,2.0,-33.4161,-70.586,6100
departamento,nunoa,84.0,84.0,3.0,2.0,-33.464,-70.5958,6200
departamento,providencia,140.0,160.0,3.0,2.0,-33.42573,-70.60799,10980
departamento,vitacura,127.0,145.0,3.0,3.0,-33.37539,-70.52585,11500
casa,las condes,480.0,3097.0,6.0,4.0,-33.4125,-70.547,62000
departamento,nunoa,90.0,95.0,3.0,2.0,-33.4594,-70.6002,6250
departamento,vitacura,140.0,170.0,3.0,3.0,-33.4009,-70.584,11500
departamento,nunoa,105.0,105.0,3.0,2.0,-33.4546,-70.62085,6900
casa,las condes,225.0,290.0,4.0,3.0,-33.42657,-70.55038,11000
departamento,las condes,90.0,96.0,3.0,3.0,-33.39471,-70.55439,8500
casa,la reina,450.0,1000.0,9.0,0.0,-33.4501,-70.5435,39000
departamento,las condes,85.0,87.0,2.0,2.0,-33.40936,-70.56463000000002,6171
departamento,las condes,50.0,50.0,1.0,1.0,-33.40768,-70.56639,4885
departamento,vitacura,432.0,572.0,5.0,3.0,-33.37435,-70.55011,32000
departamento,nunoa,36.4,38.4,1.0,1.0,-33.448840000000004,-70.60559,3878
departamento,las condes,350.0,470.0,4.0,4.0,-33.376,-70.5158,27000
departamento,lo barnechea,200.0,220.0,3.0,4.0,-33.3595,-70.4893,18100
departamento,providencia,120.0,120.0,3.0,2.0,-33.4428,-70.60393,8400
casa,las condes,350.0,950.0,3.0,3.0,-33.3701,-70.4998,21500
casa,la reina,160.0,470.0,4.0,3.0,-33.431999999999995,-70.5258,13500
casa,la reina,164.0,396.0,3.0,3.0,-33.4381,-70.5209,14161
departamento,nunoa,100.0,118.5,3.0,2.0,-33.44692,-70.60676,7310
departamento,vitacura,180.0,200.0,5.0,4.0,-33.398790000000005,-70.58062,18700
casa,la reina,190.0,600.0,4.0,2.0,-33.44717,-70.53668,15503
departamento,lo barnechea,95.0,107.0,3.0,2.0,-33.367090000000005,-70.50609,8190
departamento,las condes,105.0,118.0,3.0,2.0,-33.39658,-70.56028,8650
departamento,vitacura,207.0,357.0,3.0,3.0,-33.369240000000005,-70.57771,20500
departamento,vitacura,109.0,120.0,3.0,2.0,-33.39876,-70.57427,9980
departamento,providencia,220.0,236.0,3.0,3.0,-33.425270000000005,-70.60061,13500
departamento,nunoa,72.0,82.0,2.0,2.0,-33.4465,-70.5994,5499
departamento,lo barnechea,160.0,160.0,3.0,4.0,-33.3543,-70.5158,10500
casa,providencia,324.0,541.0,5.0,4.0,-33.4305,-70.6094,26000
departamento,las condes,57.0,62.0,2.0,2.0,-33.41316,-70.56832,7100
departamento,providencia,70.0,83.0,3.0,2.0,-33.4373,-70.60752,6128
departamento,nunoa,103.0,103.0,3.0,3.0,-33.45513,-70.61417,6696
departamento,providencia,65.0,70.0,1.0,1.0,-33.433,-70.6131,5768
casa,las condes,250.0,524.0,5.0,5.0,-33.39509,-70.51259,17200
casa,nunoa,120.0,280.0,3.0,2.0,-33.45783,-70.59872,8600
casa,lo barnechea,243.0,503.0,4.0,3.0,-33.3359,-70.5126,24000
casa,las condes,100.0,200.0,3.0,1.0,-33.421170000000004,-70.50105,9794
casa,vitacura,323.0,394.0,6.0,5.0,-33.4006,-70.5861,22500
departamento,las condes,72.0,84.0,3.0,2.0,-33.4136,-70.55256,4512
departamento,las condes,300.0,360.0,3.0,3.0,-33.3816,-70.505,27500
departamento,nunoa,60.0,80.0,2.0,2.0,-33.4497,-70.612,5049
departamento,nunoa,60.0,60.0,2.0,2.0,-33.4538,-70.57509,4100
departamento,vitacura,260.0,300.0,3.0,3.0,-33.3836,-70.5788,17900
departamento,nunoa,65.0,70.0,2.0,2.0,-33.4674,-70.6004,5600
casa,lo barnechea,441.0,1250.0,5.0,3.0,-33.3407,-70.5598,41000
departamento,las condes,140.0,160.0,3.0,3.0,-33.421170000000004,-70.50105,11500
departamento,vitacura,165.0,165.0,3.0,2.0,-33.37613,-70.55084000000002,13800
departamento,las condes,123.0,140.0,3.0,3.0,-33.4257,-70.5767,9450
casa,las condes,326.0,673.0,5.0,4.0,-33.41846,-70.52055,23800
departamento,providencia,84.0,98.0,3.0,2.0,-33.4388,-70.5985,6500
departamento,las condes,150.0,164.0,4.0,3.0,-33.4158,-70.56881,13700
departamento,nunoa,82.0,90.0,3.0,2.0,-33.44839,-70.58706,4990
departamento,vitacura,140.0,155.0,4.0,3.0,-33.39077,-70.59411,12900
departamento,vitacura,290.0,290.0,4.0,4.0,-33.404270000000004,-70.58912,23000
departamento,las condes,78.0,78.0,3.0,2.0,-33.42647,-70.53901,6476
casa,la reina,125.0,300.0,4.0,2.0,-33.4384,-70.543,11000
casa,vitacura,181.0,404.0,3.0,3.0,-33.394890000000004,-70.56585,16400
casa,las condes,162.0,200.0,5.0,3.0,-33.427890000000005,-70.5555,10485
casa,la reina,190.0,400.0,5.0,2.0,-33.45071,-70.55305,12900
casa,las condes,580.0,1892.0,6.0,6.0,-33.3995,-70.5263,39000
casa,las condes,208.0,931.0,4.0,2.0,-33.3971,-70.5333,20500
departamento,nunoa,98.0,98.0,3.0,2.0,-33.4466,-70.601,7000
casa,lo barnechea,750.0,1985.0,6.0,5.0,-33.3393,-70.5386,32000
casa,lo barnechea,258.0,805.0,4.0,3.0,-33.3654,-70.5303,21900
casa,lo barnechea,268.0,882.0,5.0,4.0,-33.36394,-70.53012,19000
casa,nunoa,260.0,512.0,8.0,4.0,-33.44433,-70.58896,12500
departamento,las condes,40.0,45.0,1.0,1.0,-33.4131,-70.5852,5500
departamento,providencia,110.0,110.0,2.0,2.0,-33.426320000000004,-70.61473000000002,5422
casa,lo barnechea,310.0,580.0,4.0,5.0,-33.36461,-70.52965999999998,15900
departamento,las condes,70.0,75.0,2.0,2.0,-33.39461,-70.55951,6950
departamento,las condes,118.0,256.0,3.0,3.0,-33.42562,-70.58009,9200
departamento,las condes,118.0,127.0,4.0,3.0,-33.421,-70.574,9999
departamento,las condes,294.0,366.0,4.0,3.0,-33.4179,-70.5073,19800
casa,lo barnechea,294.0,910.0,4.0,3.0,-33.34573,-70.52378,27900
casa,las condes,150.0,450.0,3.0,3.0,-33.4093,-70.5315,14400
departamento,providencia,74.0,76.0,1.0,2.0,-33.4373,-70.6043,7400
casa,las condes,220.0,396.0,5.0,3.0,-33.3928,-70.5119,15500
departamento,providencia,80.0,87.0,2.0,1.0,-33.4272,-70.6051,6300
departamento,las condes,37.0,54.0,1.0,1.0,-33.4123,-70.5768,5600
casa,la reina,145.0,240.0,5.0,2.0,-33.44059,-70.55253,9003
casa,la reina,140.0,268.0,3.0,2.0,-33.4415,-70.5555,10200
departamento,las condes,294.0,339.0,4.0,4.0,-33.41578,-70.50777,19700
casa,lo barnechea,346.0,723.0,6.0,4.0,-33.34312,-70.51109,32500
casa,las condes,300.0,600.0,4.0,4.0,-33.384370000000004,-70.52801,23500
departamento,providencia,94.0,94.0,3.0,2.0,-33.423590000000004,-70.59768000000003,8951
casa,la reina,360.0,1310.0,5.0,4.0,-33.4447,-70.5236,23490
casa,lo barnechea,350.0,5800.0,5.0,4.0,-33.3289,-70.4594,16800
departamento,providencia,75.0,83.0,2.0,2.0,-33.43915,-70.60353,5900
casa,las condes,160.0,168.0,4.0,3.0,-33.421170000000004,-70.50105,10000
casa,la reina,320.0,750.0,5.0,55.0,-33.44115,-70.53173000000001,22250
departamento,las condes,165.0,180.0,3.0,4.0,-33.4062,-70.5714,14000
departamento,las condes,121.0,129.0,3.0,3.0,-33.40645,-70.57023000000001,12200
departamento,nunoa,85.0,93.0,3.0,2.0,-33.45779,-70.58999,6892
departamento,providencia,95.0,100.0,3.0,2.0,-33.42268,-70.60611999999998,7200
departamento,las condes,168.0,179.0,3.0,3.0,-33.4168,-70.5641,10900
casa,lo barnechea,257.0,806.0,6.0,5.0,-33.36623,-70.52653000000002,23980
casa,lo barnechea,741.0,2744.0,7.0,6.0,-33.3453,-70.5316,59000
departamento,providencia,113.0,113.0,3.0,2.0,-33.426359999999995,-70.59271,9014
casa,lo barnechea,320.0,1650.0,4.0,4.0,-33.3508,-70.4776,19800
departamento,providencia,95.0,95.0,3.0,2.0,-33.4283,-70.6154,8000
departamento,las condes,120.0,137.0,2.0,3.0,-33.4173,-70.5902,20000
casa,lo barnechea,240.0,600.0,4.0,5.0,-33.4004,-70.5596,17500
departamento,lo barnechea,60.0,60.0,2.0,1.0,-33.3634,-70.4952,3518
departamento,las condes,120.0,150.0,4.0,2.0,-33.39918,-70.55468,12000
departamento,providencia,70.0,70.0,3.0,1.0,-33.4402,-70.6142,4276
casa,nunoa,120.0,236.0,4.0,3.0,-33.44997,-70.58326,9794
departamento,las condes,170.0,170.0,3.0,3.0,-33.3965,-70.56324000000002,13190
casa,la reina,145.0,300.0,3.0,3.0,-33.4401,-70.547,10673
casa,vitacura,270.0,490.0,4.0,5.0,-33.37937,-70.57288,28500
departamento,las condes,129.0,145.5,3.0,3.0,-33.39532,-70.56331999999998,10300
departamento,providencia,37.0,45.0,1.0,1.0,-33.43273,-70.61166999999998,3964
casa,lo barnechea,216.0,576.0,4.0,3.0,-33.3334,-70.5055,14900
casa,las condes,360.0,1750.0,4.0,3.0,-33.4033,-70.5186,36000
departamento,nunoa,70.0,76.0,2.0,2.0,-33.45543,-70.59512,4685
casa,lo barnechea,241.0,510.0,4.0,3.0,-33.3384,-70.51,20750
departamento,las condes,161.0,196.0,2.0,2.0,-33.4113,-70.5962,13100
departamento,las condes,141.0,141.0,3.0,2.0,-33.42508,-70.59003,10900
departamento,providencia,78.0,88.0,3.0,2.0,-33.43485,-70.61573,6690
departamento,lo barnechea,98.0,106.0,3.0,2.0,-33.36374,-70.48966,6093
departamento,vitacura,180.0,220.0,3.0,3.0,-33.3963,-70.5872,19900
departamento,las condes,228.0,250.0,5.0,4.0,-33.421170000000004,-70.50105,14100
departamento,lo barnechea,105.0,125.0,3.0,2.0,-33.371,-70.5133,9652
departamento,las condes,49.0,60.0,1.0,1.0,-33.372,-70.5153,6790
casa,lo barnechea,261.0,555.0,5.0,4.0,-33.317640000000004,-70.54398,21500
departamento,providencia,114.0,133.0,3.0,3.0,-33.4333,-70.5973,10100
departamento,providencia,60.0,60.0,2.0,1.0,-33.42813,-70.62517,5550
casa,lo barnechea,527.0,1000.0,6.0,4.0,-33.3612,-70.5461,29000
departamento,vitacura,300.0,350.0,3.0,4.0,-33.4065,-70.5952,23000
departamento,vitacura,75.0,75.0,2.0,2.0,-33.376,-70.5454,7574
casa,providencia,213.0,591.0,4.0,4.0,-33.43939,-70.59285,21400
casa,las condes,270.0,550.0,6.0,4.0,-33.40493,-70.51233,20000
departamento,providencia,98.0,102.0,3.0,2.0,-33.4259,-70.5913,7900
casa,lo barnechea,160.0,290.0,7.0,5.0,-33.361670000000004,-70.48245,10800
casa,lo barnechea,249.0,510.0,4.0,4.0,-33.34394,-70.50234,21000
casa,lo barnechea,280.0,615.0,5.0,5.0,-33.35,-70.51666999999998,26000
departamento,lo barnechea,0.0,0.0,3.0,5.0,-33.3613,-70.5173,26500
casa,providencia,130.0,150.0,3.0,3.0,-33.423359999999995,-70.60083,22000
departamento,vitacura,180.0,210.0,3.0,3.0,-33.4009,-70.5797,12100
departamento,las condes,41.0,41.0,1.0,1.0,-33.41437,-70.58587,5051
casa,la reina,179.0,690.0,5.0,4.0,-33.44039,-70.56119,12890
departamento,nunoa,81.0,89.0,3.0,2.0,-33.4514,-70.5899,5986
departamento,vitacura,320.0,320.0,5.0,5.0,-33.3885,-70.5872,30000
casa,lo barnechea,245.0,500.0,6.0,6.0,-33.35,-70.51666999999998,16000
casa,lo barnechea,845.0,6021.0,5.0,0.0,-33.35,-70.5167,35000
departamento,lo barnechea,190.0,190.0,4.0,4.0,-33.34709,-70.54778,14800
casa,las condes,291.0,622.0,6.0,4.0,-33.416,-70.58041,28700
departamento,las condes,170.0,198.0,3.0,3.0,-33.421170000000004,-70.50105,11900
casa,las condes,198.0,438.0,4.0,4.0,-33.4179,-70.5222,24000
departamento,lo barnechea,126.0,145.0,3.0,2.0,-33.367490000000004,-70.51341,11200
departamento,las condes,180.0,270.0,2.0,3.0,-33.4134,-70.59563,19500
departamento,las condes,50.0,100.0,2.0,2.0,-33.39569,-70.55017,8400
departamento,las condes,280.0,315.0,4.0,4.0,-33.41796,-70.59246999999998,18000
departamento,nunoa,30.0,30.0,1.0,1.0,-33.466429999999995,-70.62424,2360
departamento,vitacura,119.0,125.0,3.0,3.0,-33.3944,-70.5902,11100
departamento,vitacura,172.0,463.0,4.0,2.0,-33.39257,-70.58358,20900
casa,la reina,110.0,230.0,3.0,1.0,-33.4344,-70.5784,8525
casa,vitacura,140.0,350.0,3.0,3.0,-33.39536,-70.59384,18500
casa,la reina,98.0,224.0,5.0,3.0,-33.44591,-70.5649,9774
casa,las condes,120.0,200.0,3.0,2.0,-33.42411,-70.54252,12785
departamento,las condes,77.0,89.0,2.0,2.0,-33.37422,-70.5024,6770
casa,lo barnechea,470.0,1415.0,6.0,4.0,-33.347,-70.5483,42000
departamento,vitacura,100.0,115.0,2.0,2.0,-33.3812,-70.55892,8400
casa,lo barnechea,600.0,1644.0,6.0,6.0,-33.33863,-70.56025,65000
casa,las condes,419.0,1020.0,6.0,6.0,-33.40807,-70.52691,34500
departamento,vitacura,139.0,163.0,3.0,3.0,-33.37937,-70.57288,15600
departamento,las condes,140.0,150.0,4.0,4.0,-33.37173,-70.51133,9490
casa,vitacura,550.0,2000.0,3.0,3.0,-33.367,-70.54899999999998,65000
casa,lo barnechea,419.0,1137.0,3.0,4.0,-33.3244,-70.53399999999998,32990
departamento,las condes,212.0,212.0,4.0,3.0,-33.41602,-70.5877,12000
casa,lo barnechea,436.0,1134.0,6.0,6.0,-33.3344,-70.535,40000
casa,las condes,350.0,680.0,6.0,5.0,-33.41444,-70.58017,32000
casa,lo barnechea,300.0,1000.0,5.0,3.0,-33.34358,-70.5022,19000
departamento,nunoa,94.0,124.0,3.0,3.0,-33.44911,-70.59161999999998,7600
departamento,lo barnechea,465.0,465.0,5.0,5.0,-33.369,-70.54372,33990
casa,la reina,388.0,1087.0,4.0,5.0,-33.4456,-70.51957,35000
departamento,nunoa,79.0,79.0,3.0,2.0,-33.46099,-70.59988,5500
departamento,las condes,154.0,154.0,3.0,3.0,-33.3949,-70.56094,10250
departamento,las condes,102.0,112.0,2.0,3.0,-33.3945,-70.5585,8800
casa,lo barnechea,580.0,1400.0,4.0,3.0,-33.3526,-70.5331,34900
casa,lo barnechea,604.0,1246.0,8.0,6.0,-33.320809999999994,-70.54176,46800
casa,las condes,159.0,190.0,3.0,3.0,-33.4047,-70.5509,11651
departamento,nunoa,65.0,65.0,3.0,1.0,-33.45435,-70.62468,4950
departamento,nunoa,57.0,69.0,2.0,2.0,-33.45783,-70.59872,5160
departamento,las condes,120.0,190.0,1.0,3.0,-33.41401,-70.59835,22700
departamento,las condes,198.0,210.0,3.0,2.0,-33.3802,-70.524,17700
casa,la reina,276.0,705.0,5.0,6.0,-33.44552,-70.52301999999997,28500
departamento,providencia,90.0,100.0,2.0,2.0,-33.4252,-70.6095,8100
departamento,vitacura,111.0,160.0,3.0,3.0,-33.3844,-70.5594,12990
departamento,providencia,44.6,52.7,1.0,1.0,-33.435390000000005,-70.59897,5500
departamento,las condes,105.0,110.0,3.0,2.0,-33.40249,-70.57615,12200
casa,las condes,190.0,430.0,4.0,2.0,-33.421170000000004,-70.50105,15000
casa,lo barnechea,360.0,1070.0,5.0,4.0,-33.3429,-70.54788,24800
departamento,vitacura,233.0,233.0,4.0,4.0,-33.37763,-70.56219,25000
departamento,nunoa,80.0,80.2,3.0,1.0,-33.45449,-70.60383,3211
departamento,nunoa,98.0,110.0,3.0,2.0,-33.45666,-70.58015,5399
casa,lo barnechea,620.0,1070.0,7.0,7.0,-33.32235,-70.55098000000001,32499
casa,lo barnechea,300.0,800.0,4.0,4.0,-33.324220000000004,-70.55271,24500
casa,providencia,316.0,792.0,5.0,3.0,-33.4389,-70.6255,30500
casa,las condes,115.0,180.0,3.0,3.0,-33.41232,-70.56144,12800
departamento,lo barnechea,140.0,170.0,4.0,3.0,-33.35145,-70.54654000000002,13350
casa,lo barnechea,140.0,305.0,5.0,3.0,-33.3425,-70.5015,12700
departamento,providencia,220.0,220.0,4.0,3.0,-33.4312,-70.5961,14250
departamento,nunoa,40.0,42.0,1.0,1.0,-33.45783,-70.59872,4945
departamento,las condes,220.0,220.0,4.0,2.0,-33.39898,-70.55731,15800
departamento,vitacura,150.0,164.0,3.0,3.0,-33.37704,-70.55593,11900
departamento,las condes,88.6,88.6,2.0,2.0,-33.36272,-70.51673000000001,7500
casa,las condes,311.0,945.0,5.0,4.0,-33.412,-70.5244,26500
departamento,nunoa,37.0,46.0,1.0,1.0,-33.4533,-70.6014,3261
casa,las condes,216.0,638.0,6.0,4.0,-33.40232,-70.54534,29000
departamento,las condes,100.0,114.0,4.0,3.0,-33.421170000000004,-70.50105,8700
departamento,lo barnechea,100.0,100.0,3.0,2.0,-33.3698,-70.5059,8200
casa,lo barnechea,300.0,913.0,5.0,3.0,-33.345009999999995,-70.54392,27000
casa,las condes,460.0,1066.0,5.0,4.0,-33.4115,-70.5266,36051
departamento,vitacura,36.0,36.0,1.0,1.0,-33.40712,-70.59809,3980
departamento,las condes,90.0,98.0,2.0,3.0,-33.41682,-70.56368,7200
casa,las condes,90.0,250.0,4.0,2.0,-33.42749,-70.54594,8310
casa,las condes,220.0,408.0,5.0,4.0,-33.41448,-70.53121,13900
departamento,las condes,135.0,145.0,3.0,3.0,-33.41818,-70.59815,13100
departamento,vitacura,279.0,279.0,2.0,3.0,-33.3991,-70.5929,29000
departamento,las condes,140.0,150.0,2.0,2.0,-33.413340000000005,-70.59508000000001,14000
departamento,las condes,300.0,300.0,4.0,4.0,-33.4105,-70.58612,40000
departamento,vitacura,127.0,127.0,2.0,2.0,-33.3977,-70.6,13000
departamento,las condes,370.0,434.0,4.0,3.0,-33.4202,-70.5771,28500
departamento,las condes,140.0,155.0,3.0,3.0,-33.406220000000005,-70.56390999999998,13000
casa,lo barnechea,172.0,253.0,4.0,4.0,-33.343070000000004,-70.50168000000002,12500
departamento,vitacura,105.0,119.0,3.0,4.0,-33.3848,-70.5701,11100
departamento,vitacura,144.0,165.0,4.0,4.0,-33.3965,-70.59044,12700
casa,las condes,140.0,294.0,5.0,4.0,-33.40759,-70.51423,13790
departamento,vitacura,245.0,274.0,4.0,5.0,-33.3736,-70.57093,23900
casa,vitacura,414.0,807.0,4.0,4.0,-33.37331,-70.57065,24990
departamento,nunoa,100.0,100.0,3.0,3.0,-33.448640000000005,-70.60636,5494
departamento,la reina,67.0,69.0,3.0,2.0,-33.452459999999995,-70.52856,4711
departamento,las condes,167.0,167.0,4.0,4.0,-33.4038,-70.5619,13500
departamento,nunoa,70.0,70.0,3.0,2.0,-33.4462,-70.5756,5138
casa,lo barnechea,617.0,2061.0,6.0,8.0,-33.35014,-70.51501999999998,62000
casa,las condes,635.0,3595.0,3.0,2.0,-33.421170000000004,-70.50105,71940
casa,vitacura,156.0,290.0,5.0,2.0,-33.37937,-70.57288,12000
departamento,las condes,93.0,103.0,3.0,2.0,-33.4151,-70.6017,7300
departamento,lo barnechea,90.0,97.0,4.0,2.0,-33.36242,-70.5072,5075
casa,lo barnechea,290.0,691.0,4.0,3.0,-33.3405,-70.5459,26700
departamento,nunoa,50.0,56.0,2.0,2.0,-33.4532,-70.6092,4201
casa,las condes,140.0,212.0,3.0,2.0,-33.4096,-70.5721,13706
casa,la reina,230.0,600.0,5.0,4.0,-33.43692,-70.54179,19998
casa,lo barnechea,400.0,1300.0,6.0,6.0,-33.35,-70.51666999999998,30000
departamento,providencia,109.0,119.0,3.0,3.0,-33.44236,-70.60148000000001,7500
departamento,providencia,90.0,90.0,3.0,2.0,-33.43023,-70.62272,4716
departamento,vitacura,140.0,160.0,3.0,3.0,-33.37716,-70.55268000000001,12600
casa,lo barnechea,360.0,1000.0,4.0,4.0,-33.3555,-70.5362,35000
departamento,nunoa,68.0,77.0,3.0,2.0,-33.4497,-70.6204,5500
departamento,lo barnechea,235.0,310.0,4.0,5.0,-33.33898,-70.50375,24500
departamento,las condes,48.0,48.3,1.0,1.0,-33.402359999999994,-70.55434,4300
departamento,nunoa,64.0,70.0,2.0,2.0,-33.4481,-70.5762,5300
casa,la reina,150.0,370.0,4.0,4.0,-33.4369,-70.5247,12850
departamento,nunoa,43.0,56.0,1.0,1.0,-33.4507,-70.6048,4750
casa,la reina,200.0,396.0,5.0,3.0,-33.43069000000001,-70.55436999999998,13200
departamento,providencia,91.74,105.74,3.0,3.0,-33.434290000000004,-70.60991999999997,10500
departamento,providencia,90.0,95.0,3.0,2.0,-33.437740000000005,-70.60370999999998,7005
departamento,lo barnechea,150.0,172.0,3.0,3.0,-33.341429999999995,-70.49958000000002,11000
departamento,nunoa,66.0,73.0,2.0,2.0,-33.45017,-70.60445,6884
departamento,las condes,134.0,152.0,4.0,3.0,-33.429109999999994,-70.56452,11700
departamento,nunoa,120.0,131.0,3.0,3.0,-33.45632,-70.60046,8100
departamento,vitacura,143.0,228.0,3.0,2.0,-33.3905,-70.5687,20575
departamento,las condes,235.0,259.0,3.0,3.0,-33.418890000000005,-70.59265,17450
departamento,las condes,208.0,284.0,4.0,4.0,-33.3896,-70.5006,18220
casa,las condes,145.0,176.0,6.0,4.0,-33.40033,-70.50269,10375
departamento,las condes,85.0,106.0,3.0,2.0,-33.402359999999994,-70.55434,8900
casa,vitacura,120.0,300.0,4.0,2.0,-33.3857,-70.5764,13000
departamento,las condes,123.0,140.0,4.0,4.0,-33.42329,-70.5773,12000
casa,las condes,140.0,283.0,4.0,3.0,-33.40631,-70.53926,10300
departamento,las condes,250.0,333.0,4.0,4.0,-33.40761,-70.51892,22900
casa,nunoa,149.0,727.0,2.0,2.0,-33.45879,-70.62092,19952
casa,lo barnechea,400.0,1260.0,5.0,5.0,-33.3298,-70.5324,34500
casa,lo barnechea,667.0,3584.0,6.0,5.0,-33.3315,-70.5334,64000
departamento,providencia,76.0,92.0,2.0,2.0,-33.4462,-70.6305,6858
departamento,vitacura,135.0,135.0,3.0,3.0,-33.4017,-70.5854,13500
departamento,las condes,135.0,135.0,4.0,3.0,-33.40033,-70.50269,8900
casa,lo barnechea,320.0,1300.0,4.0,3.0,-33.3663,-70.5295,27000
departamento,providencia,138.0,158.0,3.0,3.0,-33.4347,-70.5898,13950
casa,lo barnechea,285.0,650.0,4.0,4.0,-33.3268,-70.5421,23900
departamento,vitacura,130.0,140.0,4.0,3.0,-33.3835,-70.5531,10300
casa,nunoa,237.0,263.0,4.0,2.0,-33.4537,-70.5947,11700
departamento,providencia,187.0,277.0,3.0,3.0,-33.42499,-70.59421,13800
departamento,las condes,145.0,160.0,3.0,2.0,-33.42364,-70.58336,11500
casa,la reina,127.0,249.0,5.0,2.0,-33.4559,-70.5523,6457
casa,la reina,263.0,685.0,5.0,4.0,-33.45158,-70.52044000000002,17800
casa,vitacura,170.0,273.0,3.0,2.0,-33.38343,-70.56228,14500
departamento,vitacura,135.0,150.0,4.0,3.0,-33.3924,-70.59578,11800
casa,lo barnechea,300.0,1054.0,5.0,3.0,-33.35577,-70.53705,29500
departamento,nunoa,77.0,94.0,3.0,2.0,-33.45081,-70.6023,7950
casa,lo barnechea,287.0,810.0,4.0,4.0,-33.35,-70.51666999999998,25900
departamento,providencia,115.0,115.0,4.0,3.0,-33.43485,-70.61573,7161
departamento,lo barnechea,200.0,334.0,4.0,3.0,-33.3348,-70.5071,20500
departamento,las condes,140.0,190.0,4.0,3.0,-33.39567,-70.5608,15000
departamento,las condes,87.0,87.0,3.0,2.0,-33.41846,-70.55735,6200
departamento,las condes,140.0,157.0,3.0,3.0,-33.42139,-70.57553,10900
casa,la reina,150.0,300.0,4.0,2.0,-33.4446,-70.5416,10650
departamento,lo barnechea,90.0,95.0,3.0,2.0,-33.349709999999995,-70.52285,6400
casa,lo barnechea,461.0,2053.0,5.0,6.0,-33.3406,-70.48899999999998,46500
departamento,las condes,84.0,84.0,2.0,2.0,-33.42067,-70.53774,6500
departamento,lo barnechea,450.0,900.0,5.0,6.0,-33.36744,-70.5273,60000
casa,vitacura,225.0,400.0,4.0,3.0,-33.39017,-70.57066999999998,17900
casa,lo barnechea,370.0,500.0,4.0,4.0,-33.32943,-70.54217,24000
departamento,las condes,152.0,269.0,3.0,3.0,-33.38783,-70.52893,18950
casa,la reina,180.0,532.0,4.0,3.0,-33.435,-70.5421,15500
casa,lo barnechea,140.0,300.0,5.0,3.0,-33.3286,-70.50482,12900
departamento,las condes,116.0,130.0,4.0,3.0,-33.4028,-70.5614,8900
departamento,las condes,112.0,112.0,4.0,3.0,-33.40316,-70.56248000000002,8800
casa,lo barnechea,410.0,1433.0,6.0,5.0,-33.36543,-70.53085,42000
casa,lo barnechea,188.0,470.0,4.0,4.0,-33.33994000000001,-70.49851,13500
casa,lo barnechea,230.0,900.0,0.0,0.0,-33.3646,-70.5294,18500
departamento,nunoa,86.0,92.0,3.0,2.0,-33.4495,-70.5913,6625
departamento,lo barnechea,105.0,105.0,2.0,2.0,-33.36266,-70.51556,7750
departamento,vitacura,180.0,200.0,3.0,3.0,-33.39623,-70.58823000000001,19000
casa,la reina,110.0,276.0,3.0,2.0,-33.45835,-70.56095,7226
casa,la reina,200.0,490.0,4.0,2.0,-33.45555,-70.55901,13500
departamento,las condes,195.41,221.39,3.0,3.0,-33.41359,-70.58912,22000
departamento,las condes,140.0,150.0,4.0,3.0,-33.40903,-70.58757,12000
casa,la reina,150.0,400.0,3.0,2.0,-33.4411,-70.5341,12000
casa,las condes,273.0,1111.0,4.0,3.0,-33.3781,-70.5336,26500
departamento,providencia,136.0,154.0,4.0,2.0,-33.43117,-70.60001,12500
departamento,las condes,80.0,86.32,4.0,3.0,-33.42887,-70.55449,5339
casa,la reina,106.0,157.0,7.0,3.0,-33.4515,-70.54,4554
